0,SpineBase,-0.2406,-0.2376,2.2168,0.0158,0.9970,-0.0011,0.0756
0,SpineMid,-0.2299,0.1024,2.2168,0.0157,0.9914,-0.0020,0.1296
0,SpineShoulder,-0.2211,0.3500,2.2083,0.0141,0.9826,-0.0203,0.1840
0,Neck,-0.2179,0.4304,2.2020,0.0124,0.9821,-0.0416,0.1834
0,Head,-0.1744,0.5680,2.2244,0.0000,0.0000,0.0000,0.0000
0,ShoulderLeft,-0.3829,0.3310,2.1507,0.7309,-0.6599,0.1435,-0.0982
0,ElbowLeft,-0.5619,0.2089,2.1841,0.8469,-0.4683,-0.2474,-0.0469
0,WristLeft,-0.4609,0.0548,2.0858,0.9124,0.2022,0.1908,-0.3002
0,HandLeft,-0.4103,0.0377,2.0800,0.7581,0.5184,0.2901,-0.2692
0,HandTipLeft,-0.3513,-0.0466,2.0464,0.0000,0.0000,0.0000,0.0000
0,ThumbLeft,-0.3635,0.0431,2.0277,0.0000,0.0000,0.0000,0.0000
0,ShoulderRight,-0.0656,0.3229,2.2747,0.7492,0.6321,0.1334,0.1464
0,ElbowRight,0.0201,0.1663,2.4100,0.7153,0.3678,0.5814,0.1232
0,WristRight,0.0076,0.0332,2.2566,0.9091,-0.0219,-0.0264,-0.4152
0,HandRight,-0.0393,0.0366,2.2105,-0.6306,0.2690,0.2765,0.6734
0,HandTipRight,-0.0723,0.0136,2.1689,0.0000,0.0000,0.0000,0.0000
0,ThumbRight,-0.0454,0.0612,2.1921,0.0000,0.0000,0.0000,0.0000
0,HipLeft,-0.3090,-0.2316,2.1661,-0.6453,0.6969,-0.2198,0.2227
0,KneeLeft,-0.3944,-0.4606,1.9794,-0.5048,-0.1931,0.7858,0.3007
0,AnkleLeft,-0.4005,-0.8644,1.9664,0.8150,0.0033,-0.5792,-0.0175
0,FootLeft,-0.3539,-0.9009,1.8298,0.0000,0.0000,0.0000,0.0000
0,HipRight,-0.1636,-0.2351,2.1883,0.6861,0.7057,-0.1191,-0.1304
0,KneeRight,-0.0886,-0.5604,2.1323,0.6353,0.0077,0.7595,-0.1394
0,AnkleRight,-0.0878,-0.9625,2.0891,0.6225,-0.0412,0.7808,-0.0341
0,FootRight,-0.0611,-1.0481,1.9630,0.0000,0.0000,0.0000,0.0000
1,SpineBase,-0.2256,-0.2640,2.1731,0.0041,0.9942,0.0482,0.0956
1,SpineMid,-0.2259,0.0965,2.2081,0.0063,0.9890,0.0479,0.1397
1,SpineShoulder,-0.2211,0.3502,2.2097,0.0100,0.9828,0.0015,0.1842
1,Neck,-0.2180,0.4308,2.2037,0.0117,0.9821,-0.0401,0.1834
1,Head,-0.1745,0.5689,2.2275,0.0000,0.0000,0.0000,0.0000
1,ShoulderLeft,-0.3828,0.3313,2.1528,0.7340,-0.6579,0.1265,-0.1115
1,ElbowLeft,-0.5615,0.2095,2.1850,0.8467,-0.4681,-0.2479,-0.0501
1,WristLeft,-0.4605,0.0571,2.0864,0.8508,0.1351,0.3781,-0.3389
1,HandLeft,-0.4032,0.0368,2.0829,0.6424,0.4325,0.5036,-0.3830
1,HandTipLeft,-0.3797,-0.0619,2.0625,0.0000,0.0000,0.0000,0.0000
1,ThumbLeft,-0.3578,0.0652,2.0426,0.0000,0.0000,0.0000,0.0000
1,ShoulderRight,-0.0650,0.3229,2.2769,0.7460,0.6348,0.1505,0.1336
1,ElbowRight,0.0228,0.1713,2.4122,0.7045,0.3793,0.5883,0.1171
1,WristRight,0.0071,0.0560,2.2450,0.8689,0.0451,-0.1679,-0.4635
1,HandRight,-0.0418,0.0283,2.2040,0.7579,-0.2322,-0.3529,-0.4971
1,HandTipRight,-0.0541,-0.0642,2.1636,0.0000,0.0000,0.0000,0.0000
1,ThumbRight,-0.0717,0.0568,2.1487,0.0000,0.0000,0.0000,0.0000
1,HipLeft,-0.2943,-0.2570,2.1186,-0.6487,0.6841,-0.1986,0.2679
1,KneeLeft,-0.4202,-0.5085,1.9592,-0.4080,-0.1464,0.8500,0.2994
1,AnkleLeft,-0.4281,-0.9907,1.9458,0.9292,-0.0025,-0.3693,-0.0159
1,FootLeft,-0.3644,-1.0573,1.8828,0.0000,0.0000,0.0000,0.0000
1,HipRight,-0.1485,-0.2612,2.1467,0.6897,0.7034,-0.0829,-0.1505
1,KneeRight,-0.0878,-0.5585,2.1350,0.6298,0.0486,0.7700,-0.0900
1,AnkleRight,-0.0881,-1.0197,2.0810,0.6788,-0.0429,0.7320,-0.0393
1,FootRight,-0.0784,-1.0994,1.9417,0.0000,0.0000,0.0000,0.0000
2,SpineBase,-0.2202,-0.2203,2.1734,0.0027,0.9881,0.0447,0.1470
2,SpineMid,-0.2227,0.1048,2.2024,0.0036,0.9848,0.0446,0.1679
2,SpineShoulder,-0.2204,0.3510,2.2083,0.0069,0.9819,0.0107,0.1890
2,Neck,-0.2178,0.4310,2.2031,0.0099,0.9815,-0.0345,0.1883
2,Head,-0.1720,0.5709,2.2290,0.0000,0.0000,0.0000,0.0000
2,ShoulderLeft,-0.3821,0.3310,2.1522,0.7376,-0.6547,0.1188,-0.1152
2,ElbowLeft,-0.5607,0.2089,2.1842,0.8478,-0.4673,-0.2458,-0.0491
2,WristLeft,-0.4610,0.0636,2.0899,0.9161,0.2222,0.1554,-0.2952
2,HandLeft,-0.4041,0.0464,2.0829,0.7620,0.5396,0.2513,-0.2552
2,HandTipLeft,-0.3742,-0.0428,2.0645,0.0000,0.0000,0.0000,0.0000
2,ThumbLeft,-0.3652,0.0652,2.0285,0.0000,0.0000,0.0000,0.0000
2,ShoulderRight,-0.0624,0.3250,2.2808,0.7396,0.6381,0.1649,0.1366
2,ElbowRight,0.0277,0.1825,2.4091,0.7142,0.3884,0.5712,0.1135
2,WristRight,0.0035,0.0703,2.2429,0.8792,-0.0313,-0.0689,-0.4703
2,HandRight,-0.0350,0.0663,2.2102,0.6734,-0.2989,-0.2937,-0.6090
2,HandTipRight,-0.0641,0.0384,2.1701,0.0000,0.0000,0.0000,0.0000
2,ThumbRight,-0.0674,0.0871,2.1592,0.0000,0.0000,0.0000,0.0000
2,HipLeft,-0.2883,-0.2173,2.1116,-0.6572,0.6608,-0.2271,0.2824
2,KneeLeft,-0.3706,-0.5388,2.0030,0.7768,0.0015,-0.5975,-0.1989
2,AnkleLeft,-0.4040,-0.9791,1.9688,0.8551,-0.0124,-0.5156,-0.0527
2,FootLeft,-0.3708,-1.0488,1.8902,0.0000,0.0000,0.0000,0.0000
2,HipRight,-0.1438,-0.2134,2.1560,0.6740,0.7285,-0.0468,-0.1134
2,KneeRight,-0.0900,-0.6339,2.1415,0.5923,0.0240,0.8030,-0.0613
2,AnkleRight,-0.0780,-1.0326,2.0720,0.7173,-0.0492,0.6912,-0.0724
2,FootRight,-0.0800,-1.0855,1.9575,0.0000,0.0000,0.0000,0.0000
